,_id,browser,choice,collection,correct,correct_response,database,datetime,experiment_id,internal_node_id,iteration,key_press,oddity_gender,oddity_identity,oddity_index,oddity_race,oddity_tiltLR,oddity_tiltUD,rt,stimulus,time_elapsed,timed_out,trial_index,trial_number,trial_type,typicals_gender,typicals_identity,typicals_indices,typicals_race,typicals_tiltsLR,typicals_tiltsUD,practice_threshold_met,oddity_meta,typicals_meta,button_pressed,last_trial_type,prediction,choice_category,choice_object,oddity_category,oddity_name,oddity_type,stimulus_response_map,typical_category,typical_indices,typical_name,variation_level,encoding_pair,encoding_type,gender,identity,meta,original_index,original_tiltLR,original_tiltUD,race,response,retrieval_condition,tiltLR,tiltUD,tilt_change,tilt_difference,original_tilt,encoding_accuracy,encoding_avg_rt,encoding_n_trials,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender_other,latinx,session_id,study_id,subject_id
6547,6263852006b19921fe99ca2f,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 9:48:36 PM",pgj4xsph70gx0zg8mvfp,0.0-2.0-0.0,pilot_prolific_kitchen_sink,37,woman,106,0.0,latinx,50R,U,3183.0,"['../stimuli/version1_gray_lm/id106_50R_U.png', '../stimuli/version1_gray_lm/id107_00C_C.png', '../stimuli/version1_gray_lm/id107_50L_D.png']",41279.0,0.0,2.0,1.0,encoding_practice,man,107,"[1, 2]",latinx,"['00C', '50L']","['C', 'D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6548,6263852606b19921fe99ca30,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 9:48:42 PM",pgj4xsph70gx0zg8mvfp,0.0-2.1-0.1,pilot_prolific_kitchen_sink,37,woman,106,0.0,latinx,00C,C,3165.0,"['../stimuli/version1_gray_lm/id106_00C_C.png', '../stimuli/version1_gray_lm/id108_25L_U.png', '../stimuli/version1_gray_lm/id108_50R_D.png']",46938.0,0.0,4.0,2.0,encoding_practice,woman,108,"[1, 2]",latinx,"['25L', '50R']","['U', 'D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6549,6263852706b19921fe99ca31,Chrome,2.0,main_task,1.0,2.0,chris,"4/22/2022, 9:48:44 PM",pgj4xsph70gx0zg8mvfp,0.0-2.2-0.2,pilot_prolific_kitchen_sink,39,man,107,1.0,latinx,00C,U,1025.0,"['../stimuli/version1_gray_lm/id106_50R_D.png', '../stimuli/version1_gray_lm/id107_00C_U.png', '../stimuli/version1_gray_lm/id106_25L_C.png']",48840.0,0.0,6.0,3.0,encoding_practice,woman,106,"[0, 2]",latinx,"['50R', '25L']","['D', 'C']",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6550,6263853106b19921fe99ca32,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 9:48:53 PM",pgj4xsph70gx0zg8mvfp,0.0-4.0,pilot_prolific_kitchen_sink,37,man,100,0.0,white,50L,U,2834.0,"['../stimuli/version1_gray_lm/id100_50L_U.png', '../stimuli/version1_gray_lm/id099_00C_D.png', '../stimuli/version1_gray_lm/id099_50R_C.png']",57925.0,0.0,9.0,1.0,encoding,man,099,"[1, 2]",white,"['00C', '50R']","['D', 'C']",,"{'muct_id': '280', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '278', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6551,6263853406b19921fe99ca33,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 9:48:56 PM",pgj4xsph70gx0zg8mvfp,0.0-6.0,pilot_prolific_kitchen_sink,40,woman,101,2.0,white,50R,U,2104.0,"['../stimuli/version1_gray_lm/id076_50L_D.png', '../stimuli/version1_gray_lm/id076_00C_C.png', '../stimuli/version1_gray_lm/id101_50R_U.png']",61200.0,0.0,11.0,2.0,encoding,woman,076,"[0, 1]",white,"['50L', '00C']","['D', 'C']",,"{'muct_id': '281', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '233', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6552,6263853606b19921fe99ca34,Chrome,2.0,main_task,1.0,2.0,chris,"4/22/2022, 9:48:59 PM",pgj4xsph70gx0zg8mvfp,0.0-8.0,pilot_prolific_kitchen_sink,39,woman,103,1.0,black,00C,D,1800.0,"['../stimuli/version1_gray_lm/id035_25R_C.png', '../stimuli/version1_gray_lm/id103_00C_D.png', '../stimuli/version1_gray_lm/id035_25L_U.png']",63744.0,0.0,13.0,3.0,encoding,woman,035,"[0, 2]",black,"['25R', '25L']","['C', 'U']",,"{'muct_id': '285', 'lighting': 'v', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '46', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6553,6263853906b19921fe99ca35,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 9:49:02 PM",pgj4xsph70gx0zg8mvfp,0.0-10.0,pilot_prolific_kitchen_sink,37,man,105,0.0,black,50R,D,1800.0,"['../stimuli/version1_gray_lm/id105_50R_D.png', '../stimuli/version1_gray_lm/id058_00C_U.png', '../stimuli/version1_gray_lm/id058_25L_C.png']",66347.0,0.0,15.0,4.0,encoding,man,058,"[1, 2]",black,"['00C', '25L']","['U', 'C']",,"{'muct_id': '290', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '84', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '2', 'quality_eyes': '2', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '3.0', 'notes': 'beard', 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6554,6263853c06b19921fe99ca36,Chrome,2.0,main_task,1.0,2.0,chris,"4/22/2022, 9:49:05 PM",pgj4xsph70gx0zg8mvfp,0.0-12.0,pilot_prolific_kitchen_sink,39,man,104,1.0,white,50R,C,2319.0,"['../stimuli/version1_gray_lm/id012_00C_U.png', '../stimuli/version1_gray_lm/id104_50R_C.png', '../stimuli/version1_gray_lm/id012_25L_D.png']",69346.0,0.0,17.0,5.0,encoding,man,012,"[0, 2]",white,"['00C', '25L']","['U', 'D']",,"{'muct_id': '287', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '12', 'lighting': 'q', 'race_guess': 'i', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6555,6263853e06b19921fe99ca37,Chrome,2.0,main_task,1.0,2.0,chris,"4/22/2022, 9:49:07 PM",pgj4xsph70gx0zg8mvfp,0.0-14.0,pilot_prolific_kitchen_sink,39,man,112,1.0,black,50R,C,2010.0,"['../stimuli/version1_gray_lm/id086_25L_D.png', '../stimuli/version1_gray_lm/id112_50R_C.png', '../stimuli/version1_gray_lm/id086_00C_U.png']",71907.0,0.0,19.0,6.0,encoding,man,086,"[0, 2]",black,"['25L', '00C']","['D', 'U']",,"{'muct_id': '406', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '250', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
6556,6263854206b19921fe99ca38,Chrome,2.0,main_task,0.0,3.0,chris,"4/22/2022, 9:49:11 PM",pgj4xsph70gx0zg8mvfp,0.0-16.0,pilot_prolific_kitchen_sink,39,woman,111,2.0,black,50L,D,2958.0,"['../stimuli/version1_gray_lm/id144_00C_C.png', '../stimuli/version1_gray_lm/id144_50R_U.png', '../stimuli/version1_gray_lm/id111_50L_D.png']",75592.0,0.0,21.0,7.0,encoding,woman,144,"[0, 1]",black,"['00C', '50R']","['C', 'U']",,"{'muct_id': '405', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '214', 'lighting': 'u', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '2', 'quality_eyes': '2', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626384f0f847f13af3ed5e69,62635315c2c7645fef78b5e5,5c638b779e01830001f7127e
