,_id,browser,choice,collection,correct,correct_response,database,datetime,experiment_id,internal_node_id,iteration,key_press,oddity_gender,oddity_identity,oddity_index,oddity_race,oddity_tiltLR,oddity_tiltUD,rt,stimulus,time_elapsed,timed_out,trial_index,trial_number,trial_type,typicals_gender,typicals_identity,typicals_indices,typicals_race,typicals_tiltsLR,typicals_tiltsUD,practice_threshold_met,oddity_meta,typicals_meta,button_pressed,last_trial_type,prediction,choice_category,choice_object,oddity_category,oddity_name,oddity_type,stimulus_response_map,typical_category,typical_indices,typical_name,variation_level,encoding_pair,encoding_type,gender,identity,meta,original_index,original_tiltLR,original_tiltUD,race,response,retrieval_condition,tiltLR,tiltUD,tilt_change,tilt_difference,original_tilt,encoding_accuracy,encoding_avg_rt,encoding_n_trials,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender_other,latinx,session_id,study_id,subject_id
5346,6263588f06b19921fe99c57e,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 6:38:23 PM",pjd0b7zw3bepkgo6ol2s,0.0-2.0-0.0,pilot_prolific_no_filler,37,woman,106,0.0,latinx,25L,D,1422.0,"['../stimuli/version1_gray_lm/id106_25L_D.png', '../stimuli/version1_gray_lm/id107_00C_C.png', '../stimuli/version1_gray_lm/id107_50R_U.png']",33371.0,0.0,2.0,1.0,encoding_practice,man,107,"[1, 2]",latinx,"['00C', '50R']","['C', 'U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5347,6263589706b19921fe99c57f,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 6:38:30 PM",pjd0b7zw3bepkgo6ol2s,0.0-2.1-0.1,pilot_prolific_no_filler,40,woman,106,2.0,latinx,00C,U,1287.0,"['../stimuli/version1_gray_lm/id107_50R_C.png', '../stimuli/version1_gray_lm/id107_50L_D.png', '../stimuli/version1_gray_lm/id106_00C_U.png']",40826.0,0.0,4.0,2.0,encoding_practice,man,107,"[0, 1]",latinx,"['50R', '50L']","['C', 'D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5348,6263589906b19921fe99c580,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 6:38:32 PM",pjd0b7zw3bepkgo6ol2s,0.0-2.2-0.2,pilot_prolific_no_filler,40,man,107,2.0,latinx,25L,C,1247.0,"['../stimuli/version1_gray_lm/id108_50R_D.png', '../stimuli/version1_gray_lm/id108_00C_U.png', '../stimuli/version1_gray_lm/id107_25L_C.png']",43082.0,0.0,6.0,3.0,encoding_practice,woman,108,"[0, 1]",latinx,"['50R', '00C']","['D', 'U']",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5349,6263589d06b19921fe99c581,Chrome,1.0,main_task,1.0,1.0,chris,"4/22/2022, 6:38:36 PM",pjd0b7zw3bepkgo6ol2s,0.0-4.0,pilot_prolific_no_filler,37,man,105,0.0,black,25R,U,1551.0,"['../stimuli/version1_gray_lm/id105_25R_U.png', '../stimuli/version1_gray_lm/id081_50L_C.png', '../stimuli/version1_gray_lm/id081_00C_D.png']",47114.0,0.0,9.0,1.0,encoding,man,081,"[1, 2]",black,"['50L', '00C']","['C', 'D']",,"{'muct_id': '290', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '241', 'lighting': 't', 'race_guess': 'u', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': 'mouth', 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5350,626358a006b19921fe99c582,Chrome,2.0,main_task,1.0,2.0,chris,"4/22/2022, 6:38:39 PM",pjd0b7zw3bepkgo6ol2s,0.0-6.0,pilot_prolific_no_filler,39,man,100,1.0,white,00C,U,1792.0,"['../stimuli/version1_gray_lm/id034_50R_D.png', '../stimuli/version1_gray_lm/id100_00C_U.png', '../stimuli/version1_gray_lm/id034_50L_C.png']",49811.0,0.0,11.0,2.0,encoding,man,034,"[0, 2]",white,"['50R', '50L']","['D', 'C']",,"{'muct_id': '280', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '45', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5351,626358a206b19921fe99c583,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 6:38:41 PM",pjd0b7zw3bepkgo6ol2s,0.0-8.0,pilot_prolific_no_filler,40,woman,103,2.0,black,25L,D,1551.0,"['../stimuli/version1_gray_lm/id077_00C_C.png', '../stimuli/version1_gray_lm/id077_50R_U.png', '../stimuli/version1_gray_lm/id103_25L_D.png']",52066.0,0.0,13.0,3.0,encoding,woman,077,"[0, 1]",black,"['00C', '50R']","['C', 'U']",,"{'muct_id': '285', 'lighting': 'v', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '235', 'lighting': 'u', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5352,626358a406b19921fe99c584,Chrome,3.0,main_task,0.0,2.0,chris,"4/22/2022, 6:38:44 PM",pjd0b7zw3bepkgo6ol2s,0.0-10.0,pilot_prolific_no_filler,40,woman,101,1.0,white,50R,D,1567.0,"['../stimuli/version1_gray_lm/id017_25L_U.png', '../stimuli/version1_gray_lm/id101_50R_D.png', '../stimuli/version1_gray_lm/id017_00C_C.png']",54322.0,0.0,15.0,4.0,encoding,woman,017,"[0, 2]",white,"['25L', '00C']","['U', 'C']",,"{'muct_id': '281', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '19', 'lighting': 'r', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5353,626358a606b19921fe99c585,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 6:38:46 PM",pjd0b7zw3bepkgo6ol2s,0.0-12.0,pilot_prolific_no_filler,40,man,112,2.0,black,50L,D,1447.0,"['../stimuli/version1_gray_lm/id090_25R_U.png', '../stimuli/version1_gray_lm/id090_00C_C.png', '../stimuli/version1_gray_lm/id112_50L_D.png']",56394.0,0.0,17.0,5.0,encoding,man,090,"[0, 1]",black,"['25R', '00C']","['U', 'C']",,"{'muct_id': '406', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '259', 'lighting': 'v', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5354,626358a806b19921fe99c586,Chrome,3.0,main_task,1.0,3.0,chris,"4/22/2022, 6:38:47 PM",pjd0b7zw3bepkgo6ol2s,0.0-14.0,pilot_prolific_no_filler,40,man,104,2.0,white,00C,C,1287.0,"['../stimuli/version1_gray_lm/id052_25L_U.png', '../stimuli/version1_gray_lm/id052_25R_D.png', '../stimuli/version1_gray_lm/id104_00C_C.png']",58250.0,0.0,19.0,6.0,encoding,man,052,"[0, 1]",white,"['25L', '25R']","['U', 'D']",,"{'muct_id': '287', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '75', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '4.0', 'notes': 'beard', 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
5355,626358aa06b19921fe99c587,Chrome,3.0,main_task,0.0,2.0,chris,"4/22/2022, 6:38:49 PM",pjd0b7zw3bepkgo6ol2s,0.0-16.0,pilot_prolific_no_filler,40,woman,111,1.0,black,50R,C,1064.0,"['../stimuli/version1_gray_lm/id142_25L_U.png', '../stimuli/version1_gray_lm/id111_50R_C.png', '../stimuli/version1_gray_lm/id142_00C_D.png']",59883.0,0.0,21.0,7.0,encoding,woman,142,"[0, 2]",black,"['25L', '00C']","['U', 'D']",,"{'muct_id': '405', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '87', 'lighting': 'r', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings hair', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62635863c6ba26583dc286d3,62635315c2c7645fef78b5e5,5adeb4e9f6b58c0001fa70aa
