,_id,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,last_trial_type,experiment_id,datetime,browser,collection,database,iteration,choice,choice_category,choice_object,correct,correct_response,key_press,oddity_category,oddity_index,oddity_name,oddity_type,timed_out,trial_number,typical_category,typical_indices,typical_name,variation_level,meta_new,meta_old,new_gender,new_identity,new_index,new_mb,new_race,new_tiltLR,new_tiltUD,old_gender,old_identity,old_index,old_mb,old_original_index,old_original_tiltLR,old_original_tiltUD,old_race,old_tiltLR,old_tiltUD,slider_start,stimuli,tilt_change,tilt_difference,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender,gender_other,latinx,race
0,633e4ae99cb434415f3c1ec1,1289,<p style='font-size: 150%'><b>You have finished Part 1!</b></p><p>Click 'Next' to continue to Part 2.</p>,0.0,bonus_update,83,191972,0.0-83.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,encoding,ck3qyznsbs531jd13del,"10/5/2022, 9:26:34 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,633e4b269cb434415f3c1ec2,1952,"['../stimuli/objectome/2417.jpeg', '../stimuli/objectome/2834.jpeg', '../stimuli/objectome/2408.jpeg']",,filler,85,252280,0.0-85.0-0.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:27:34 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,1.0,planes,f16,False,2.0,arrowleft,planes,2834.0,junkers88,within,False,1.0,planes,"[2417, 2408]",f16,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,633e4b2a9cb434415f3c1ec3,2022,"['../stimuli/objectome/2417.jpeg', '../stimuli/objectome/2834.jpeg', '../stimuli/objectome/2408.jpeg']",,filler,87,256868,0.0-85.1-0.1,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:27:38 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,planes,junkers88,True,2.0,arrowright,planes,2834.0,junkers88,within,False,2.0,planes,"[2417, 2408]",f16,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,633e4b319cb434415f3c1ec4,3239,"['../stimuli/objectome/1570.jpeg', '../stimuli/objectome/1430.jpeg', '../stimuli/objectome/1571.jpeg']",,filler,89,263371,0.0-86.0-0.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:27:45 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,chairs,_011,True,2.0,arrowright,chairs,1430.0,_011,within,False,3.0,chairs,"[1570, 1571]",_033,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,633e4b369cb434415f3c1ec5,2150,"['../stimuli/objectome/1514.jpeg', '../stimuli/objectome/2843.jpeg', '../stimuli/objectome/1492.jpeg']",,filler,91,268743,0.0-87.0-0.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:27:50 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,3.0,planes,_01_Airliner_2jetEngines,False,2.0,arrowdown,planes,2843.0,mig29,within,False,4.0,planes,"[1514, 1492]",_01_Airliner_2jetEngines,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,633e4b3a9cb434415f3c1ec6,1496,"['../stimuli/objectome/1514.jpeg', '../stimuli/objectome/2843.jpeg', '../stimuli/objectome/1492.jpeg']",,filler,93,272219,0.0-87.1-0.1,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:27:54 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,planes,mig29,True,2.0,arrowright,planes,2843.0,mig29,within,False,5.0,planes,"[1514, 1492]",_01_Airliner_2jetEngines,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,633e4b409cb434415f3c1ec7,2231,"['../stimuli/objectome/1218.jpeg', '../stimuli/objectome/883.jpeg', '../stimuli/objectome/1219.jpeg']",,filler,96,278353,0.0-89.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:28:00 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,animals,ELEPHANT_M,True,2.0,arrowright,animals,883.0,ELEPHANT_M,within,False,6.0,animals,"[1218, 1219]",TURTLE_L,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,633e4b439cb434415f3c1ec8,1859,"['../stimuli/objectome/1314.jpeg', '../stimuli/objectome/1474.jpeg', '../stimuli/objectome/1315.jpeg']",,filler,98,281397,0.0-91.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:28:03 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,chairs,_014,True,2.0,arrowright,chairs,1474.0,_014,within,False,7.0,chairs,"[1314, 1315]",_004,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,633e4b469cb434415f3c1ec9,1924,"['../stimuli/objectome/531.jpeg', '../stimuli/objectome/377.jpeg', '../stimuli/objectome/530.jpeg']",,filler,100,284307,0.0-93.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:28:06 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,animals,blCow,True,2.0,arrowright,animals,377.0,blCow,within,False,8.0,animals,"[531, 530]",hedgehog,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633e4b489cb434415f3c1eca,1451,"['../stimuli/objectome/1546.jpeg', '../stimuli/objectome/1265.jpeg', '../stimuli/objectome/1558.jpeg']",,filler,102,286612,0.0-95.0,60563ce2975183fc53db9f8a,633e47989d9c0ed6dfbfb57b,633e4a231232c3e826d6d7ea,,ck3qyznsbs531jd13del,"10/5/2022, 9:28:08 PM",Chrome,task_exp2,chris,pilot_prolific_exp2,2.0,chairs,_001,True,2.0,arrowright,chairs,1265.0,_001,within,False,9.0,chairs,"[1546, 1558]",_031,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
